epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
116,17569.5,1.24786,0.74077,0.85171,0.52802,0.40072,0.41496,0.24676,1.31235,0.92101,0.87372,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,17720.1,1.24818,0.73639,0.85041,0.52767,0.40086,0.41336,0.24642,1.31129,0.92092,0.87377,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,17871.4,1.25123,0.73891,0.85073,0.52794,0.40076,0.4138,0.24671,1.31139,0.92131,0.87384,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,18022.4,1.24736,0.7349,0.85103,0.53196,0.39839,0.41408,0.24682,1.31167,0.92097,0.87367,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,18172.6,1.23787,0.73021,0.85016,0.53189,0.39831,0.41426,0.24664,1.31196,0.92163,0.87344,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,18322,1.23651,0.72848,0.85086,0.52788,0.4017,0.41457,0.24693,1.31264,0.92234,0.87366,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,18472.3,1.23983,0.73048,0.84963,0.53538,0.3971,0.41497,0.24697,1.31318,0.92155,0.87388,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,18622.7,1.23072,0.72814,0.85016,0.53454,0.3963,0.41525,0.24653,1.31385,0.92114,0.87403,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,18773.3,1.24226,0.7302,0.84901,0.53396,0.39785,0.41529,0.24668,1.31417,0.92059,0.87387,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,18924.3,1.23892,0.72774,0.84977,0.5316,0.39917,0.4151,0.24607,1.31455,0.92185,0.87394,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,19075.4,1.23178,0.72277,0.84944,0.52933,0.39868,0.41423,0.24553,1.31427,0.92174,0.8737,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,19225.5,1.2315,0.72348,0.8489,0.52273,0.40103,0.4145,0.24605,1.31369,0.92174,0.87346,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,19376.1,1.23435,0.72127,0.84805,0.52481,0.39976,0.41471,0.24611,1.31356,0.92212,0.87336,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,19526.7,1.23243,0.72286,0.84898,0.53095,0.39775,0.41503,0.24578,1.31358,0.92173,0.87347,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,19677.2,1.22557,0.71673,0.84737,0.53328,0.3973,0.41442,0.24609,1.31363,0.92093,0.87345,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,19827.8,1.22434,0.71432,0.84913,0.52972,0.39932,0.4145,0.24632,1.31453,0.92108,0.87382,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,19978.3,1.22111,0.71226,0.84759,0.53007,0.39896,0.41405,0.24588,1.31535,0.92203,0.87383,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
