epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
101,12245.7,1.29918,0.80452,0.86329,0.53209,0.39165,0.41411,0.24703,1.25336,0.86691,0.84637,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,12365.1,1.30227,0.81171,0.86119,0.52659,0.39671,0.4123,0.24628,1.25257,0.86761,0.84587,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,12484.5,1.31223,0.81224,0.86446,0.52626,0.39283,0.41281,0.24612,1.25304,0.8679,0.84619,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,12604.7,1.30916,0.80882,0.86319,0.52622,0.39775,0.41401,0.24666,1.25287,0.86668,0.84618,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,12724.8,1.30498,0.8069,0.86208,0.53436,0.39377,0.41453,0.2473,1.25246,0.86826,0.84627,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,12847.1,1.29335,0.79865,0.86119,0.52257,0.40178,0.41591,0.24791,1.25157,0.86708,0.84609,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,12965.9,1.29618,0.80012,0.86227,0.53241,0.39218,0.41563,0.24826,1.252,0.86651,0.84603,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,13083.3,1.30508,0.80091,0.8617,0.53113,0.3964,0.4168,0.24887,1.25262,0.8652,0.84614,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,13198.8,1.28324,0.7876,0.85994,0.52791,0.39758,0.41594,0.24854,1.25469,0.86555,0.84633,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,13315.2,1.30566,0.79707,0.85901,0.52606,0.39771,0.4165,0.24925,1.2543,0.86541,0.84643,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,13430.7,1.29208,0.79151,0.85893,0.52089,0.39922,0.41598,0.24856,1.25372,0.86669,0.84642,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,13547,1.28221,0.78599,0.86104,0.51915,0.40183,0.41601,0.24896,1.25393,0.8681,0.84648,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,13668.9,1.28607,0.78738,0.85983,0.52192,0.40002,0.41596,0.2489,1.25241,0.86755,0.84616,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,13791.5,1.28236,0.78755,0.85832,0.52462,0.39877,0.41549,0.24889,1.25246,0.86735,0.84624,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,13912.9,1.29381,0.7917,0.85963,0.52633,0.39847,0.4163,0.24879,1.25205,0.86793,0.84641,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,14034.7,1.26668,0.77584,0.8579,0.52425,0.39976,0.41663,0.24912,1.25324,0.86907,0.84676,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,14155,1.28093,0.78204,0.8604,0.52859,0.39934,0.41692,0.249,1.25304,0.86907,0.84672,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,14277.8,1.27243,0.77551,0.85501,0.52776,0.39931,0.41815,0.24969,1.25235,0.86922,0.84663,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,14398.8,1.27766,0.77873,0.85853,0.53352,0.39533,0.41714,0.2492,1.2536,0.87027,0.84708,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,14521.1,1.27198,0.77922,0.85422,0.53164,0.39697,0.41714,0.24896,1.25341,0.86995,0.84688,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,14643.8,1.29725,0.78257,0.85804,0.52785,0.39759,0.41626,0.24853,1.2531,0.87057,0.84666,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,14763.9,1.27302,0.76956,0.85655,0.53722,0.394,0.41619,0.24826,1.25338,0.8701,0.84661,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,14885.6,1.26754,0.77346,0.85807,0.52738,0.40237,0.41664,0.2488,1.25284,0.86983,0.84656,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,15005.8,1.28046,0.77613,0.85803,0.52611,0.40348,0.41678,0.249,1.25256,0.86966,0.84635,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,15124.1,1.27368,0.77366,0.85632,0.52335,0.40479,0.41682,0.24893,1.25327,0.87064,0.84638,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,15244.3,1.26938,0.77009,0.85665,0.52269,0.40256,0.41646,0.24937,1.25352,0.87018,0.84643,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,15361,1.27793,0.77106,0.85777,0.52527,0.40032,0.41681,0.24949,1.25387,0.87051,0.84646,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,15477.1,1.27554,0.77096,0.85566,0.52946,0.39826,0.41693,0.24941,1.25408,0.87089,0.84661,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,15594.1,1.26965,0.76493,0.85507,0.5265,0.39851,0.41653,0.24879,1.25412,0.87062,0.84681,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,15711.7,1.28575,0.76558,0.85477,0.51848,0.40338,0.4162,0.2486,1.25399,0.87032,0.84698,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,15827.4,1.26527,0.75897,0.85273,0.51942,0.4021,0.41576,0.24816,1.25391,0.87051,0.84688,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,15943.7,1.26523,0.75798,0.85553,0.52089,0.40194,0.41562,0.24782,1.254,0.87102,0.84701,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
