epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,8026.5,1.49001,1.01474,0.8964,0.4539,0.33211,0.33926,0.19667,1.43129,1.02044,0.89443,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,8135.79,1.47975,1.01075,0.89463,0.44283,0.33633,0.34072,0.19732,1.42804,1.01824,0.89436,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,8244.19,1.48651,1.01369,0.89623,0.43988,0.33674,0.33901,0.19565,1.43021,1.01901,0.8943,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,8353.09,1.47598,1.00492,0.89541,0.45165,0.33495,0.34045,0.19671,1.43002,1.01651,0.89487,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,8462.03,1.47656,1.00582,0.89532,0.45236,0.33528,0.34046,0.19659,1.43045,1.01684,0.8949,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,8570.9,1.48823,1.01059,0.89646,0.44762,0.34,0.33858,0.19474,1.43183,1.01756,0.89426,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,8678.83,1.47253,1.00273,0.89506,0.44266,0.34362,0.3415,0.1969,1.42853,1.01406,0.89413,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,8787.58,1.47853,1.00076,0.8949,0.44173,0.3378,0.34091,0.19674,1.42694,1.01309,0.89402,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,8896.63,1.47366,1.00404,0.89522,0.44303,0.3399,0.33825,0.19598,1.42814,1.01413,0.89429,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,9005.8,1.47637,1.00332,0.89496,0.43857,0.33732,0.33734,0.19604,1.4267,1.01452,0.89365,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
